,listing_id,id,date,reviewer_id,reviewer_name,comments,polarity_value,neg,pos,neu,compound
10,10803,4919670,2013/6/2,1836341,Mel,"A great room in a great location!  The room is very large with a tram stop right across the road.  It's also all within walking distance to yummy cafes, CERES and Sydney Road, Brunswick and only a few tram stops way from other cool areas like Fitzroy and Collingwood.  Lindsay was a very helpful and relaxed host who made my 3 week stay very easy and enjoyable.  Highly recommended! ","{'neg': 0.044, 'neu': 0.588, 'pos': 0.369, 'compound': 0.9821}",0.044,0.369,0.588,0.9821
11,10803,4977835,2013/6/4,5630666,Amelia,The reservation was canceled 2 days before arrival. This is an automated posting.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
12,10803,5232675,2013/6/19,6553329,Hui Xin,Lindsay is a really kind and accommodating host! His place has really interesting decor too! He tried his best to tidy up his place fr us. The double room is spacious and warm with a really comfortable bed and clean toilet outside:) it's about 15min to town. ,"{'neg': 0.0, 'neu': 0.665, 'pos': 0.335, 'compound': 0.9621}",0.0,0.335,0.665,0.9621
13,10803,6239620,2013/8/5,6589030,Manuel,The reservation was canceled 28 days before arrival. This is an automated posting.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
14,10803,9208537,2013/12/13,8378014,Mark,"Lindsay has a great living space over his yoga studio. The room is large and so is the bed. Very comfortable. It's at the end of the 96 tram line in Brunswick so easy access to the city and there are a few restaurants on his block so it's quite ideal. Lindsay is an unflappable sort of guy, easy to talk to, and I had a pleasant lunch with him the day I arrived. Strongly recommended. ","{'neg': 0.032, 'neu': 0.68, 'pos': 0.289, 'compound': 0.9733}",0.032,0.289,0.68,0.9733
15,10803,9779148,2014/1/9,10719843,Joe,"I had a wonderful stay. Lindsay is very friendly, flexible and will get out of her way to help you whenever you need. Thank you for your hosting. ","{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.927}",0.0,0.41,0.59,0.927
16,10803,9903019,2014/1/18,10941298,Lea,I really enjoyed my stay at Lindsay's apartment and I would like to be able to write a better English to explain how Lindsay was very hepful for everything. When I arrived in Melbourne my English was bad and I think that I was lucky to start my journey in Australia with a friendly host and in the best suburb of Melbourne. (Plus the apartment is very close to the tram.),"{'neg': 0.044, 'neu': 0.715, 'pos': 0.241, 'compound': 0.9402}",0.044,0.241,0.715,0.9402
17,10803,10193644,2014/2/5,10174200,Ljubek,Lindsay is relaxed and easy to get along with a pleasure to have a conversation with and in a convenient location.  I recommend staying here. Thanks again for hosting me.,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.9349}",0.0,0.42,0.58,0.9349
18,10803,10535990,2014/2/24,11360615,Julie,"Lindsay is a very nice host: respectful and helpful.
The room is vaste with a king size bed : very pleasant!
The location at the end of the 96 tram line is perfect to go directly to the CBD (15 min) and to St Kilda Beach (45 min).
Highly recommended! Thank you Lindsay.","{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.9679}",0.0,0.337,0.663,0.9679
19,10803,10669420,2014/3/2,12407146,Djoni,"Staying for 4 days in Lindsay's house was an amazing experience. His earthy artistic beautiful house successfully brought us into a super-relaxing ambience that really helps my trouble-sleeping gone :)
Thank you Lindsay for having us.
John & Beth","{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.9601}",0.0,0.391,0.609,0.9601
20,10803,15624617,2014/7/13,13599943,David,Lindsay was great. Really a sweet and extremely kind guy. I really enjoyed the month that I spent there. Great location (extremely convenient with the tram line).Was a great Melbourne experience.,"{'neg': 0.0, 'neu': 0.479, 'pos': 0.521, 'compound': 0.9747}",0.0,0.521,0.479,0.9747
21,10803,16143988,2014/7/22,2350539,Catherine,"Lindsay's home is easily accessible by public transport, close to everything. 
Very cool collector's items to look at, it's like stepping into a funky retro shop! 
I didn't spend much time at the house, as I was at a course. 
All in all, a good experience, thanks Lindsay!","{'neg': 0.027, 'neu': 0.708, 'pos': 0.265, 'compound': 0.9096}",0.027,0.265,0.708,0.9096
22,10803,17394586,2014/8/11,15035042,Jennifer,"Lindsay is a gentle soul and I felt very safe being in his home.
He was thoughtful and had the lamp and heater on for when I arrived which I really appreciated.
The location is perfect with the tram just outside the door.
The room was surprisingly quiet given the location and even the hotel directly opposite stopped their music just after midnight on Saturday so it wasn't a bother.
The room is spacious.
It is an old inner suburb property with the inherent narrow steps and old plumbing.  The kitchen, lounge and bathroom did not seem to have much spare space, but if you are not planning on sitting around inside all day it was a bed at a great price.

I found the bathroom probably needed some handiman love but I know landlords are not always as interested in tiles missing and broken taps as we are.","{'neg': 0.069, 'neu': 0.777, 'pos': 0.154, 'compound': 0.917}",0.069,0.154,0.777,0.917
23,10803,17708099,2014/8/16,2838033,Jennifer,"Conveniently located near the tram stop. 
Comfortable room. 
Relaxed and friendly host who has an amazing aesthetic and interesting collectibles. ","{'neg': 0.068, 'neu': 0.432, 'pos': 0.5, 'compound': 0.9325}",0.068,0.5,0.432,0.9325
24,10803,18042070,2014/8/20,19715778,Luise,"Lindsay was a fantastic host. 
The room was very clean and cute. Right next to the 96 tram and plenty of cafes. We felt very welcome from the start and were given a lot of privacy. The house was very retro and cute, highly recommend it.","{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.9596}",0.0,0.336,0.664,0.9596
25,10803,19417039,2014/9/12,3242826,Katie,All good. I loved looking at all your stuff and perusing your books.  ,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.7783}",0.0,0.405,0.595,0.7783
26,10803,19539476,2014/9/14,3242826,Katie,"Even though Lindsay  wasn't there when I arrived, he left a key and a note and everything was great.
Such a convenient place for the tram to get to the city.
","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.6249}",0.0,0.136,0.864,0.6249
27,10803,20247509,2014/9/26,467452,Jacques,"Great place, cool vibe, Lindsay's very easy-going and the room is comfortable. The bed is enormous. I would recommend. ","{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.9042}",0.0,0.466,0.534,0.9042
28,10803,21210727,2014/10/13,9607407,Christian,Conveniently located right next to the tram. A bar and cafes nearby. The room itself is quite nice with a big (relatively hard) bed. Didn't spend much time in the rest of the apartment.,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4754}",0.0,0.091,0.909,0.4754
29,10803,21492153,2014/10/18,19926893,Arijit,Good host. Very approachable. Nice room. Large comfy bed. ,"{'neg': 0.0, 'neu': 0.539, 'pos': 0.461, 'compound': 0.7165}",0.0,0.461,0.539,0.7165
30,10803,21664611,2014/10/21,1615354,Beau,"Lindsay was easy going and but also helped me out with whatever i needed. Very flex check in/out. Ace room firm bed,  lots of hot water, privacy. Was out alot and no probs with coming and going whenever.  city farm cafe round corner, 3 cafes down stairs, tram outside flat & runs right through the city to st kilda. ta very much!  ","{'neg': 0.05, 'neu': 0.919, 'pos': 0.031, 'compound': -0.2828}",0.05,0.031,0.919,-0.2828
31,10803,23290423,2014/11/28,9928374,Marina,"I think I could not add more to any previous reviews - the room is cozy, the bed is huge and comfortable, there are nice little cafes around and the tram is just few steps away. Good stay.","{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.8834}",0.0,0.267,0.733,0.8834
32,10803,23535741,2014/12/3,11929216,Callum,"Lindsay is a really lovely guy who definitely goes the extra mile e.g. installing the air con in the room just for me when it was starting to get pretty hot! As the other reviews suggest you can't go wrong here - comfortable, big room, private, excellently located. I didn't find street noise a problem at all. Thanks Lindsay!","{'neg': 0.037, 'neu': 0.643, 'pos': 0.32, 'compound': 0.9671}",0.037,0.32,0.643,0.9671
33,10803,23901968,2014/12/14,10479127,Mary,"Lindsay let out a string of mandarin sentences the minute I stepped in and faced him. That was really cool and impressive! We hit it off on a good note. He also re-read my profile to find out my interests and gave me tips on where to go to get the better art and music exposure in Melbourne. It really helped that he lives so near to all these wonderful places. I loved the room and apartment; it was all eclectic and vibrant. When I arrived, he had already provided me with guidebooks to interesting places in Melbourne. Very helpful! He provided me with two towels (That was really important) and gifted me a newsletter of comics, which was really kind and sensitive of him as he seemed attuned to my interests. Lindsay's location, I would say, was the best. It was easy traveling from home to all the difference places in Brunswick, Fitzroy, city, St Kilda and to the airport!!! Lastly, the icing on the cake was when I was allowed to have a look at his working studio. My stay in Melbourne was great, no less. 

I look forward to staying with him again if I visit Melbourne again! And if Lindsay ever comes to Singapore, I'd be glad to show him around :) Thank you, Lindsay!","{'neg': 0.009, 'neu': 0.756, 'pos': 0.235, 'compound': 0.9949}",0.009,0.235,0.756,0.9949
34,10803,25492396,2015/1/18,18889850,Jessie,"I stayed at the Cool Deco Apartment as a transition from moving to Oz from the US.  Lindsay was the absolute best host for this!  He gave me great advice and helped me find my way around.  The apartment was in a great location, literally the tram into the CBD(20min) and St. Kilda Beach (45min) was less than a minute walk from the doorstep.  For any yoga or capoeira enthusiasts, there was a lovely studio downstairs and outside there were two cafes, a bottle shop and a milk bar (small market).  It was an overall great experience - Thank you Lindsay!","{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.9819}",0.0,0.248,0.752,0.9819
35,10803,25881941,2015/1/28,4433733,Eleanor,"The room is nice, and has everything you need - huge bed, air-conditioner, desk etc. Lindsay was a great host, very helpful and friendly but also gave me my own space. He even let me store my bike at his place for a few days after I left! Would definitely recommend this room to anyone. :-) ","{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.9547}",0.0,0.317,0.683,0.9547
36,10803,26127957,2015/2/4,24437267,Laura,I really enjoy the stay here. The room is cozy and comfortable. Linsday is a very nice person. The tram stop is very close and there are some nice cafes around. Highly recommended!,"{'neg': 0.052, 'neu': 0.587, 'pos': 0.361, 'compound': 0.9211}",0.052,0.361,0.587,0.9211
37,10803,28403279,2015/3/23,6138684,Tim,"Convenient location.
Yoga studio is great.
Can be a bit noisy from the road and the pub across the road. 
Bathroom was unclean as was the kitchen. Made me a little uncomfortable and I ended up choosing to eat out mostly. 
The host was nice though I didn't see him much. No one was there when I arrived and for the first week of my stay. 
House is super full of stuff and quite dark. An amazing assortment of oddities filling every available space.
Room was neat and had a desk and good internet. ","{'neg': 0.059, 'neu': 0.745, 'pos': 0.196, 'compound': 0.9482}",0.059,0.196,0.745,0.9482
38,10803,30542413,2015/4/24,11137224,Liz,"Had a lovely stay for close to 5 weeks in Lindsay's flat in East Brunswisk. The bed was huge and comfortable, the noise from the street was only bad when there were roadworks happening right outside. ","{'neg': 0.082, 'neu': 0.699, 'pos': 0.219, 'compound': 0.7096}",0.082,0.219,0.699,0.7096
39,10803,31140639,2015/5/2,27124822,Faye,"I only saw Lindsay twice, when I arrived and when I left. I arrived later than expected which he was fine with. The room is spacious and clean. The heater was on when I got there. The place was easy to find and very accessible. Only flaw was the bathroom, it was quite small and shower over bath. Still clean though! Would recommend if you're only looking for a place to sleep at.","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.8977}",0.0,0.172,0.828,0.8977
40,10803,33937550,2015/6/2,24237220,Kieran & Nandini,"The room was quite nice, it has everything one would need, the bed is very comfortable and it was warm when I arrived. I didn't see Lindsay much (only briefly when I arrived) and didn't have a chance to say good-bye. I really liked the yoga studio downstairs and enjoyed a lovely class there. The room is clean and tidy. The rest of the apartment is not very tidy, there are stuff everywhere. Can't say the kitchen was very clean. The location suited me perfectly for my purpose to coming to Melbourne. There's a few nice place to eat very close to Lindsay's place. About the noise? Well I would guess that during the week the neighbourhood is relatively quiet, but I came on a week-end and the pub opposite was very noisy. I did enjoy my time there as it worked well for me, just needed a room to stay in. Thank you Lindsay :) Nandini","{'neg': 0.023, 'neu': 0.759, 'pos': 0.219, 'compound': 0.9818}",0.023,0.219,0.759,0.9818
41,10803,34186012,2015/6/6,18628532,Dan,The host canceled this reservation 6 days before arrival. This is an automated posting.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
42,10803,36803411,2015/7/1,4555262,Raquel,"I stayed at Linday's for a couple of weeks while i was looking for an apartament. He and her girlfriend were very friendly, although I didn't see them very much they were always willing to chat a little and provide everything that I needed during my stay. The room was very big, a bit cold but it had a little heater. The bed was huge and comfortable. Although the neighborhood is not that nice, the place was very well located with a tram stop literally at 10 meters. The city center was 20 minutes away. I would definitely stay at Linday's again, although I would try to avoid winter since the place had no heating haha Besides that everything was perfect!","{'neg': 0.084, 'neu': 0.728, 'pos': 0.188, 'compound': 0.9454}",0.084,0.188,0.728,0.9454
43,10803,38208795,2015/7/13,13836558,Adam,Nice room + Nice host = Nice stay! Thanks,"{'neg': 0.0, 'neu': 0.206, 'pos': 0.794, 'compound': 0.8908}",0.0,0.794,0.206,0.8908
44,10803,45056628,2015/8/31,3103278,Robbie,"The host made me feel very welcome in my time in Brunswick; he made a dinner (delish chicken curry) for me, and gave me lots of information regarding travel in the city and things to do. 

However, the problems with the room were multiple. Firstly, the room clearly had not been dusted in months. There were used condoms under the bed and underneath a cabinet. The amount of times the kitchen was tidy (ie. the space was useable and the sink was not full of dishes) could be counted on one hand. The bed was not a bed - rather, it was a futon that was incredibly uncomfortable to sleep on for more than one night. One morning I was confronted with a sink full of vomit - this had not been cleaned when I returned from work 8 hours later. A truly disappointing first Air BnB stay - I hope others in the future are not so negative.","{'neg': 0.064, 'neu': 0.822, 'pos': 0.113, 'compound': 0.8469}",0.064,0.113,0.822,0.8469
45,10803,45978512,2015/9/7,40087101,Louise,"We stayed with Lindsay for 4 nights- the neighbourhood was great, and Lindsay gave us lots of good advice on places to eat and where to see live music etc. He also left travel guides and even umbrellas in our room which was much appreciated! We didn't see much of Lindsay throughout the trip, which made hanging out in his house feel a bit odd, but all in all there were no problems. ","{'neg': 0.104, 'neu': 0.813, 'pos': 0.083, 'compound': -0.3903}",0.104,0.083,0.813,-0.3903
46,10803,47160661,2015/9/16,27023590,Michael,"We stayed at Lindsay's place for 5 days to look for a new home. Although Brunswick itself wasn't to our taste, it was good having a tram stop into the city right outside the door. Only saw Lindsay a few times - he was quiet yet friendly and polite. ","{'neg': 0.045, 'neu': 0.832, 'pos': 0.124, 'compound': 0.5994}",0.045,0.124,0.832,0.5994
47,10803,62334381,2016/2/14,21823541,Shi,That is a cool place and comfortable room! Good location too. Lindsay is friendly and polite. Told me a lot of cool places in Melbourne. That was a really nice stay!,"{'neg': 0.0, 'neu': 0.554, 'pos': 0.446, 'compound': 0.9492}",0.0,0.446,0.554,0.9492
48,10803,63230414,2016/2/21,24240942,Elizabeth,"The location of the accommodation is absolutely perfect. The tram stop is right in front of the door steps. 

The host is friendly and I was warm welcomed. 

The place is clean and nice and I can't complaint about anything. ","{'neg': 0.043, 'neu': 0.587, 'pos': 0.37, 'compound': 0.9401}",0.043,0.37,0.587,0.9401
49,10803,63609754,2016/2/25,19689661,Alison,"We had a great stay at Lindsay's. We didn't see him much, but he was very friendly and told us about events going on around the city. The room was clean and has a very large bed. Also the tram outside was perfect for getting around and goes straight to downtown. No complaints! Wish we could have stayed longer! ","{'neg': 0.082, 'neu': 0.63, 'pos': 0.288, 'compound': 0.9518}",0.082,0.288,0.63,0.9518
50,10803,66549908,2016/3/23,26006816,Ed,"Lindsay was a great host. Although he was not there when we arrived, he kept great communication prior to our arrival and made sure we knew how to get in to his very interesting, yet charming apartment. He arrived shortly after us getting in and answered our questions about the area, the city, etc. 

Brunswick East is a great spot, and Lindsays place is literally on the tram line that goes to the city centre, which is very handy, and not far from  some excellent bars and cafes - the pub across the road is really good, some great beer and live music.

Lindsay allowed us to extend our stay for an additional 4 nights, and also picked up mail for us after our stay had finished so that we could pop back and collect it. He stays out of your business, is very respectful of privacy and is very welcoming, allowing us to live in the flat as if it were your own home for your stay. Top host!","{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.9917}",0.0,0.219,0.781,0.9917
51,10803,71027991,2016/4/23,23680669,Sanya,Lindsay was a great host. He made us feel very welcome. The location is excellent and very accessible to the tram station! The room was also very cosy. Thanks for having us Lindsay :) ,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.9556}",0.0,0.385,0.615,0.9556
52,10803,72974516,2016/5/6,66435294,Le,"Autumn in Melbourne is much colder than we expect. On the night we arrive, Lindsay provided a nice heater for us stay at nights. He not only provided tourist information for our reference but also led us a stylish Jazz bar and local Ozi brunch shop. In addition, his room is much bigger than the pic, and living room is well decorated with full of his dreams and imaginations. We both were feeling lucky to meet him and live his house. He is definitely a great and considerate host i have never met before. Nice meeting you and all the best there, Lindsay. ","{'neg': 0.024, 'neu': 0.715, 'pos': 0.26, 'compound': 0.984}",0.024,0.26,0.715,0.984
53,10803,79330285,2016/6/12,66656100,Danielle,"Lindsay was wonderful and is honestly a very nice person. The room was perfect, clean, and so comfortable. He provided information on things to do around town, places to eat, etc. He even accommodated to my vegan diet by suggesting some wonderful vegan restaurants! So kind. He was also very out of the way, and I had plenty of privacy. The location is absolutely perfect being right next to the tram that goes to the city. I have absolutely no complaints. :)","{'neg': 0.051, 'neu': 0.627, 'pos': 0.322, 'compound': 0.9834}",0.051,0.322,0.627,0.9834
54,10803,81419282,2016/6/22,66043893,Rachel,"Great location & Lindsey is nice - he offered to share his coffee each morning & let me do a load of laundry (no dryer) BUT the space was dirty.  If food dishes being left out overnight & obvious dust piles on the floor & not fresh smelling sheets don't bother you then proceed.  Yes it's funky as described but a little more consideration for guests when it comes to simple floor sweeping,wiping dried toothpaste off the sink & cleaning dishes would have been nice.  
There were obvious stains on the sheets & pillow cases and as I was leaving 2 more guests were arriving while he wasn't home, so I'm pretty sure he didn't wash the sheets for them.  I stayed at friends hotel room 1 night to be in a clean bed.  
","{'neg': 0.033, 'neu': 0.762, 'pos': 0.206, 'compound': 0.9757}",0.033,0.206,0.762,0.9757
55,10803,83960302,2016/7/4,26881617,Laurice,"There was a glitch at the beginning as airbnb's routine reminder email didn't reach Lindsay and he wasn't expecting me. However, he responded promptly to my phone call and we were able to sort out a satisfactory solution. The room was exactly as described, and very warm and welcoming. I found the kitchen a little daunting, but that's not unusual for me. I enjoyed my stay in the room, and liked  chatting with Lindsay when we happened to be there at the same time. The flat is character-filled and interesting, and the neighbourhood suited me. Having trams and buses right outside was fantastic, and there was no obviously disturbing noise factor - even the pub music stopped at a reasonable hour.","{'neg': 0.078, 'neu': 0.748, 'pos': 0.174, 'compound': 0.9192}",0.078,0.174,0.748,0.9192
56,10803,94209087,2016/8/15,2328290,Mohamed,Lindsay was a great host. He made me feel comfortable and we had great conversations.,"{'neg': 0.0, 'neu': 0.489, 'pos': 0.511, 'compound': 0.91}",0.0,0.511,0.489,0.91
57,10803,97045380,2016/8/25,88991190,Theo,"Lindsay's place was really great if you want to stay in a place that is full of curiosities and odd bits and bobs.  Fantastic location, so so close to public transport was basically on the doorstep! It was really great Lindsay was reachable via text, and gave me my own space. Free wi-fi is always great! Thanks for a pleasant stay! :) ","{'neg': 0.027, 'neu': 0.597, 'pos': 0.376, 'compound': 0.9837}",0.027,0.376,0.597,0.9837
58,10803,112354409,2016/11/5,2598731,Hannah,"I stayed at Lindsay's place for a month after moving to Melbourne.  For me, the location was great, close to the tram to Uni of Melbourne and after I bought a bike there was a safe, signposted path through back streets and bike paths.  There is also the Merri Creek nearby if you want to be in nature for a bit.  The house and room are exactly as described. It can get a bit cool but there is a heater in the bedroom. The bedroom was freshly cleaned. In the rest of the house there was a bit of dust and crumbs but it doesn't smell bad or anything like that. Lindsay was a helpful and accommodating host and always responded promptly to any queries I had if he wasnt at home. I recommend!","{'neg': 0.02, 'neu': 0.845, 'pos': 0.136, 'compound': 0.9281}",0.02,0.136,0.845,0.9281
59,10803,122489812,2016/12/23,103899318,Brigitte,"Lindsay was a very nice host. The room was just as we expected & very comfortable. Lindsay was really helpful in giving us advice on places to visit in Melbourne, including many cultural pamphlets and area guides. The check in was really easy and everything was prepared for us. 
The apartment was really cosy and had a nice atmosphere. It was also only a few metres from the tram stop which was really convenient for us. 
","{'neg': 0.025, 'neu': 0.737, 'pos': 0.238, 'compound': 0.9547}",0.025,0.238,0.737,0.9547
60,10803,129268632,2017/1/29,803565,Erwin,"Lindsay is a great host and this room is in an ideal location (across the street from a tram stop that runs frequently... even all night on weekends!). I'd definitely stay here again.

There's a cafe downstairs (Awkward Mike's) run by some charming guys, but you can skip the pizzeria next door (though it works for late night dining -- open til 11pm). Milkwood (cafe restaurant down Nicholson) and New Day Rising (on Blyth) are also great. There's a small convenience store (including alcohol) across Nicholson.

Keep in mind that there is a live music venue across the street, so if you're a light sleeper this might keep you up.

Being at an intersection, there were times when fumes idling at the traffic light would seep into the room, so this is something to keep in mind for people with respiratory issues.","{'neg': 0.019, 'neu': 0.879, 'pos': 0.102, 'compound': 0.9215}",0.019,0.102,0.879,0.9215
61,10803,131936098,2017/2/14,40659718,Michelle,"Lindsay, and his place, were very accommodating to my circumstances and busy schedule. Commuting into the city was extremely convient and my room was big, comfortable and air-conditioned.","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.5106}",0.0,0.109,0.891,0.5106
62,10803,145583590,2017/4/18,113219370,Kao,A bedroom is big. But everywhere in a house is messy.,"{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.3612}",0.238,0.0,0.762,-0.3612
63,10803,148071589,2017/4/29,124784359,Teresa,"Very hospitable and helpful host. Great access to tram network straight to the city. Lyndsay was really helpful in providing instructions on how to get there from the airport, and what to do in Melbourne.","{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.9027}",0.0,0.281,0.719,0.9027
64,10803,153823678,2017/5/22,95197485,Quinn,The room is comfortable to stay in and Lindsay is nice. ,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.7269}",0.0,0.404,0.596,0.7269
65,10803,161396984,2017/6/18,118388580,Igor,Great place to get settled in to Melbourne ,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",0.0,0.369,0.631,0.6249
66,10803,167211935,2017/7/6,136149567,Karan,It's been a great stay throughout. Lindsay helped me with locations in Melbourne and we had chat sessions  over the cup of tea.  Lindsay is a nice host definitely will suggest whose so ever looking over a budget and a nice place this stay within city.,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.9081}",0.0,0.246,0.754,0.9081
67,10803,183632566,2017/8/18,50768079,Kajia,Very good place with a really big bed and nice location closed to 96 tram stop. Lindsay is kind and helpful who has a good knowledge about China and mandarin. I would recommend the pizza restaurant downstairs if you wanna get something cheap and delicious for dinner.,"{'neg': 0.037, 'neu': 0.602, 'pos': 0.361, 'compound': 0.9606}",0.037,0.361,0.602,0.9606
68,10803,191023699,2017/9/6,30306884,Maria,The house has its own character and the location is super convenient. Lindsay is  a communicative and helpful host during my stay.,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.7717}",0.0,0.261,0.739,0.7717
69,10803,223842989,2018/1/1,144382914,Sandeep,Good location and value for the price.,"{'neg': 0.0, 'neu': 0.485, 'pos': 0.515, 'compound': 0.6486}",0.0,0.515,0.485,0.6486
70,10803,228459638,2018/1/19,6296021,Nicole,Awesome place to stay. Nice quiet location with a great cafe down stairs. Fantastic value for money. Would definitley stay again.,"{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.9517}",0.0,0.531,0.469,0.9517
71,10803,229310799,2018/1/22,166028143,Delphine T,"Really good location, nice suburb. You are literally at the tram stop when you go out of the apartment. The bedroom is big and comfy, there is an air conditioner, so not too hot. 
Only thing was the kitchen, pretty small and not too convenient. 
But Lindsay is really nice, gave me tips and things to check nearby and in the CBD!
I recommand it!","{'neg': 0.03, 'neu': 0.794, 'pos': 0.176, 'compound': 0.898}",0.03,0.176,0.794,0.898
